32705,33031,13382,32760,33132,12741,32783,33111,13419,32811,33045,12994,32740,32989,13382,32753,32971,13496,32769,33015,11513,32784,32983,12283,32706,32850,13584,32827,32826,13611,32763,32868,11551,32732,32856,13609,32755,32871,13395,32760,32812,11756,32764,32761,13477,32754,32814,13567
32707,33042,13404,32758,33130,12746,32782,33114,13418,32815,33057,12981,32739,32990,13401,32753,32987,13567,32776,33012,11508,32788,32989,12237,32706,32843,13563,32830,32823,13573,32762,32856,11534,32737,32853,13528,32756,32890,13401,32761,32817,11770,32765,32752,13420,32752,32818,13592
32704,33036,13388,32758,33136,12723,32782,33114,13375,32812,33045,12997,32736,32993,13346,32754,32970,13479,32768,33012,11515,32785,32980,12280,32706,32843,13554,32829,32826,13535,32763,32865,11519,32735,32851,13596,32754,32879,13443,32759,32823,11714,32763,32756,13492,32754,32821,13535
32703,33040,13392,32758,33137,12741,32784,33114,13418,32813,33046,12974,32737,32991,13425,32757,32968,13466,32772,33013,11508,32787,32985,12261,32705,32851,13566,32829,32822,13484,32765,32868,11537,32734,32851,13563,32755,32889,13443,32761,32825,11742,32762,32755,13492,32761,32817,13537
32706,33039,13511,32759,33137,12739,32784,33110,13436,32810,33050,13002,32742,32993,13391,32750,32975,13524,32770,33016,11530,32782,32979,12272,32704,32846,13519,32827,32829,13616,32764,32869,11532,32736,32845,13581,32757,32892,13446,32756,32820,11760,32760,32759,13505,32759,32816,13565
32704,33045,13376,32760,33140,12733,32779,33122,13360,32815,33046,12971,32738,32990,13343,32753,32972,13492,32769,33024,11505,32783,32984,12258,32706,32847,13629,32832,32829,13585,32764,32863,11547,32740,32851,13583,32752,32889,13394,32760,32815,11744,32762,32752,13489,32758,32814,13537
32700,33041,13473,32760,33133,12739,32785,33112,13406,32813,33046,12960,32737,32992,13406,32750,32968,13473,32770,33017,11512,32784,32983,12266,32705,32846,13609,32826,32835,13592,32762,32876,11544,32739,32852,13570,32755,32881,13397,32760,32815,11758,32762,32751,13460,32758,32817,13534
32705,33050,13394,32760,33132,12711,32780,33112,13469,32816,33049,12999,32738,32992,13339,32752,32969,13474,32767,33012,11515,32784,32984,12275,32706,32836,13600,32830,32831,13560,32763,32860,11540,32734,32854,13553,32755,32889,13440,32759,32816,11773,32764,32752,13459,32757,32814,13559
32703,33036,13467,32760,33131,12721,32782,33105,13385,32812,33053,12974,32737,32990,13365,32752,32965,13503,32771,33016,11515,32785,32986,12263,32706,32841,13566,32825,32827,13556,32765,32858,11531,32736,32847,13567,32756,32883,13402,32759,32819,11731,32766,32762,13417,32757,32822,13577
32702,33041,13435,32762,33127,12700,32782,33111,13388,32815,33050,13002,32736,32993,13402,32753,32978,13507,32772,33011,11489,32786,32985,12257,32702,32841,13552,32830,32828,13598,32765,32868,11561,32737,32846,13583,32756,32882,13407,32759,32816,11746,32762,32751,13415,32758,32816,13569
32703,33042,13462,32760,33135,12688,32780,33100,13424,32810,33046,12988,32741,32995,13310,32753,32975,13502,32768,33020,11490,32786,32984,12259,32702,32845,13555,32832,32826,13584,32765,32871,11536,32738,32846,13664,32755,32888,13400,32758,32819,11739,32767,32765,13411,32758,32820,13542
32704,33041,13387,32762,33145,12724,32782,33111,13416,32816,33046,12986,32737,32990,13357,32754,32965,13493,32773,33019,11527,32782,32984,12242,32703,32852,13522,32826,32827,13616,32764,32862,11540,32734,32850,13627,32759,32885,13405,32758,32811,11744,32763,32755,13468,32757,32824,13621
32702,33042,13500,32758,33134,12756,32784,33104,13390,32814,33043,12967,32735,32991,13411,32752,32976,13579,32774,33017,11507,32783,32988,12255,32704,32853,13607,32828,32828,13512,32762,32866,11544,32733,32847,13651,32756,32878,13359,32763,32823,11739,32762,32758,13486,32759,32820,13526
32706,33043,13502,32764,33130,12735,32786,33116,13383,32817,33051,12967,32738,32994,13378,32755,32979,13514,32768,33013,11526,32783,32988,12281,32703,32847,13523,32830,32835,13595,32763,32852,11548,32737,32861,13604,32757,32884,13377,32762,32816,11741,32765,32760,13415,32755,32807,13567
32705,33043,13443,32759,33133,12722,32780,33117,13335,32818,33052,12960,32736,32986,13323,32751,32974,13509,32770,33011,11541,32787,32980,12276,32703,32846,13524,32830,32827,13547,32763,32859,11525,32733,32850,13615,32757,32883,13395,32760,32822,11740,32766,32753,13434,32761,32820,13569
